item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM0000187,ORD0000095,PROD0153,4,1769.3,0,7077.2
ITEM0000188,ORD0000096,PROD0052,4,5153.96,10,18554.26
ITEM0000189,ORD0000096,PROD0088,1,1045.29,10,940.76
ITEM0000190,ORD0000097,PROD0033,3,34304.44,0,102913.32
ITEM0000191,ORD0000098,PROD0040,1,63017.33,0,63017.33
ITEM0000192,ORD0000098,PROD0070,3,1576.87,0,4730.61
ITEM0000193,ORD0000098,PROD0080,2,2405.82,0,4811.64
ITEM0000194,ORD0000098,PROD0099,2,12519.55,0,25039.1
ITEM0000195,ORD0000098,PROD0138,3,1511.7,0,4535.1
ITEM0000196,ORD0000099,PROD0022,3,13967,0,41901
ITEM0000197,ORD0000100,PROD0186,2,1358.84,5,2581.8
ITEM0000198,ORD0000100,PROD0016,4,43331.31,5,164658.98
ITEM0000199,ORD0000100,PROD0041,4,3166.8,5,12033.84
ITEM0000200,ORD0000100,PROD0040,2,63017.33,5,119732.93
ITEM0000201,ORD0000100,PROD0137,1,782.23,5,743.12
ITEM0000202,ORD0000101,PROD0054,3,7111.73,10,19201.67
ITEM0000203,ORD0000102,PROD0143,2,382.09,10,687.76
ITEM0000204,ORD0000103,PROD0056,4,4087.83,0,16351.32
ITEM0000205,ORD0000103,PROD0076,3,1552.25,0,4656.75
ITEM0000206,ORD0000103,PROD0191,3,1435.77,0,4307.31
ITEM0000207,ORD0000103,PROD0001,4,4321.28,0,17285.12
ITEM0000208,ORD0000104,PROD0046,1,6212.04,10,5590.84
ITEM0000209,ORD0000105,PROD0033,2,34304.44,0,68608.88
ITEM0000210,ORD0000106,PROD0023,2,1503.94,0,3007.88
ITEM0000211,ORD0000107,PROD0169,1,3385.13,5,3215.87
ITEM0000212,ORD0000108,PROD0084,1,784.26,5,745.05
ITEM0000213,ORD0000108,PROD0045,2,3914.99,5,7438.48
ITEM0000214,ORD0000109,PROD0029,2,50556.2,0,101112.4
ITEM0000215,ORD0000109,PROD0115,2,11862.11,0,23724.22
ITEM0000216,ORD0000109,PROD0106,1,478.86,0,478.86
ITEM0000217,ORD0000110,PROD0065,4,1921.1,0,7684.4
ITEM0000218,ORD0000111,PROD0099,3,12519.55,0,37558.65
ITEM0000219,ORD0000111,PROD0087,2,5742.05,0,11484.1
ITEM0000220,ORD0000112,PROD0013,1,40791.56,20,32633.25
ITEM0000221,ORD0000113,PROD0006,2,69356.89,0,138713.78
ITEM0000222,ORD0000114,PROD0189,3,897.95,10,2424.47
ITEM0000223,ORD0000115,PROD0079,3,3868.77,0,11606.31
ITEM0000224,ORD0000115,PROD0084,3,784.26,0,2352.78
ITEM0000225,ORD0000115,PROD0129,1,838.52,0,838.52
ITEM0000226,ORD0000116,PROD0106,1,478.86,5,454.92
ITEM0000227,ORD0000116,PROD0049,3,567.72,5,1618
ITEM0000228,ORD0000116,PROD0059,1,3047.56,5,2895.18
ITEM0000229,ORD0000116,PROD0026,1,40491.32,5,38466.75
ITEM0000230,ORD0000117,PROD0127,1,9556.44,10,8600.8
ITEM0000231,ORD0000117,PROD0064,4,4156.77,10,14964.37
ITEM0000232,ORD0000118,PROD0093,1,12429.79,10,11186.81
ITEM0000233,ORD0000119,PROD0196,1,783.44,10,705.1
ITEM0000234,ORD0000119,PROD0017,1,8120.73,10,7308.66
ITEM0000235,ORD0000120,PROD0013,4,40791.56,0,163166.24
ITEM0000236,ORD0000120,PROD0007,2,27829.19,0,55658.38
ITEM0000237,ORD0000120,PROD0145,3,3126.57,0,9379.71
ITEM0000238,ORD0000120,PROD0119,4,2991.81,0,11967.24
ITEM0000239,ORD0000121,PROD0181,4,5765.01,10,20754.04
ITEM0000240,ORD0000121,PROD0107,3,5093.26,10,13751.8
ITEM0000241,ORD0000121,PROD0151,4,350.77,10,1262.77
ITEM0000242,ORD0000122,PROD0008,1,57369.56,0,57369.56
ITEM0000243,ORD0000122,PROD0030,3,745.3,0,2235.9
ITEM0000244,ORD0000123,PROD0133,2,3562.22,10,6412
ITEM0000245,ORD0000123,PROD0027,2,27299.16,10,49138.49
ITEM0000246,ORD0000124,PROD0048,3,3151.51,10,8509.08
ITEM0000247,ORD0000124,PROD0075,4,2702.38,10,9728.57
ITEM0000248,ORD0000124,PROD0128,3,5930.45,10,16012.21
ITEM0000249,ORD0000124,PROD0008,2,57369.56,10,103265.21
ITEM0000250,ORD0000124,PROD0016,1,43331.31,10,38998.18
ITEM0000251,ORD0000125,PROD0046,4,6212.04,0,24848.16
ITEM0000252,ORD0000125,PROD0014,4,7928.83,0,31715.32
ITEM0000253,ORD0000125,PROD0197,1,490.98,0,490.98
ITEM0000254,ORD0000126,PROD0004,1,25591.73,0,25591.73
ITEM0000255,ORD0000126,PROD0078,1,3466.82,0,3466.82
ITEM0000256,ORD0000126,PROD0092,2,12500.28,0,25000.56
ITEM0000257,ORD0000126,PROD0024,4,57909.18,0,231636.72
ITEM0000258,ORD0000127,PROD0119,4,2991.81,15,10172.15
ITEM0000259,ORD0000128,PROD0136,3,2648.04,0,7944.12
ITEM0000260,ORD0000129,PROD0153,3,1769.3,10,4777.11
ITEM0000261,ORD0000130,PROD0060,2,3327.41,0,6654.82
ITEM0000262,ORD0000130,PROD0160,4,756.75,0,3027
ITEM0000263,ORD0000130,PROD0190,2,1254.49,0,2508.98
ITEM0000264,ORD0000131,PROD0071,1,3890.52,0,3890.52
ITEM0000265,ORD0000131,PROD0068,2,827.32,0,1654.64
ITEM0000266,ORD0000132,PROD0165,3,8926.78,0,26780.34
ITEM0000267,ORD0000133,PROD0100,2,2072.2,0,4144.4
ITEM0000268,ORD0000133,PROD0149,4,3462.42,0,13849.68
ITEM0000269,ORD0000133,PROD0082,1,2605.78,0,2605.78
ITEM0000270,ORD0000133,PROD0161,3,3119.91,0,9359.73
ITEM0000271,ORD0000134,PROD0099,1,12519.55,5,11893.57
ITEM0000272,ORD0000135,PROD0182,3,2159.96,0,6479.88
ITEM0000273,ORD0000135,PROD0157,4,1549.94,0,6199.76
ITEM0000274,ORD0000136,PROD0096,3,11526.42,0,34579.26
ITEM0000275,ORD0000136,PROD0129,3,838.52,0,2515.56
ITEM0000276,ORD0000137,PROD0066,4,2108.12,15,7167.61
ITEM0000277,ORD0000137,PROD0096,3,11526.42,15,29392.37
ITEM0000278,ORD0000137,PROD0117,1,6437.22,15,5471.64
ITEM0000279,ORD0000137,PROD0166,4,8733.51,15,29693.93
ITEM0000280,ORD0000138,PROD0141,1,1560.51,0,1560.51
ITEM0000281,ORD0000138,PROD0116,2,4368.06,0,8736.12
ITEM0000282,ORD0000139,PROD0001,1,4321.28,5,4105.22
ITEM0000283,ORD0000140,PROD0054,4,7111.73,0,28446.92
ITEM0000284,ORD0000140,PROD0148,2,2543.16,0,5086.32
ITEM0000285,ORD0000141,PROD0157,3,1549.94,0,4649.82
ITEM0000286,ORD0000141,PROD0109,4,6201.15,0,24804.6
ITEM0000287,ORD0000142,PROD0032,4,38426.75,0,153707
ITEM0000288,ORD0000143,PROD0090,2,859.29,0,1718.58
ITEM0000289,ORD0000144,PROD0029,4,50556.2,0,202224.8
ITEM0000290,ORD0000145,PROD0149,4,3462.42,5,13157.2
ITEM0000291,ORD0000145,PROD0182,4,2159.96,5,8207.85
ITEM0000292,ORD0000146,PROD0066,3,2108.12,20,5059.49
ITEM0000293,ORD0000146,PROD0154,3,1821.18,20,4370.83
ITEM0000294,ORD0000146,PROD0097,4,7278.34,20,23290.69
ITEM0000295,ORD0000147,PROD0110,3,232.06,0,696.18
ITEM0000296,ORD0000147,PROD0082,4,2605.78,0,10423.12
ITEM0000297,ORD0000148,PROD0123,1,9762.37,0,9762.37
ITEM0000298,ORD0000148,PROD0198,3,890.11,0,2670.33
ITEM0000299,ORD0000148,PROD0028,3,74581.74,0,223745.22
ITEM0000300,ORD0000149,PROD0088,2,1045.29,10,1881.52
ITEM0000301,ORD0000149,PROD0003,4,49712.42,10,178964.71
ITEM0000302,ORD0000149,PROD0154,3,1821.18,10,4917.19
ITEM0000303,ORD0000150,PROD0196,4,783.44,0,3133.76
ITEM0000304,ORD0000151,PROD0083,2,1974.27,0,3948.54
ITEM0000305,ORD0000151,PROD0002,2,50293.82,0,100587.64
ITEM0000306,ORD0000152,PROD0058,1,1179.58,10,1061.62
ITEM0000307,ORD0000152,PROD0135,1,1341.78,10,1207.6
ITEM0000308,ORD0000153,PROD0049,3,567.72,0,1703.16
ITEM0000309,ORD0000153,PROD0189,3,897.95,0,2693.85
ITEM0000310,ORD0000154,PROD0057,2,742.06,10,1335.71
ITEM0000311,ORD0000155,PROD0026,4,40491.32,10,145768.75
ITEM0000312,ORD0000155,PROD0073,1,346.89,10,312.2
ITEM0000313,ORD0000156,PROD0044,1,3912.72,10,3521.45
ITEM0000314,ORD0000156,PROD0077,4,6124.52,10,22048.27
ITEM0000315,ORD0000156,PROD0160,2,756.75,10,1362.15
ITEM0000316,ORD0000156,PROD0040,2,63017.33,10,113431.19
ITEM0000317,ORD0000157,PROD0186,3,1358.84,5,3872.69
ITEM0000318,ORD0000158,PROD0176,3,975.19,5,2779.29
ITEM0000319,ORD0000159,PROD0168,3,3183.64,0,9550.92
ITEM0000320,ORD0000160,PROD0015,4,67106.58,0,268426.32
ITEM0000321,ORD0000160,PROD0174,4,3533.54,0,14134.16
ITEM0000322,ORD0000160,PROD0158,2,1726.09,0,3452.18
ITEM0000323,ORD0000161,PROD0176,2,975.19,20,1560.3
ITEM0000324,ORD0000161,PROD0061,3,1507.1,20,3617.04
ITEM0000325,ORD0000162,PROD0071,1,3890.52,0,3890.52
ITEM0000326,ORD0000163,PROD0128,3,5930.45,5,16901.78
ITEM0000327,ORD0000164,PROD0108,2,8722.77,5,16573.26
ITEM0000328,ORD0000164,PROD0014,3,7928.83,5,22597.17
ITEM0000329,ORD0000165,PROD0186,4,1358.84,20,4348.29
ITEM0000330,ORD0000166,PROD0016,1,43331.31,0,43331.31
ITEM0000331,ORD0000166,PROD0115,1,11862.11,0,11862.11
ITEM0000332,ORD0000167,PROD0020,2,47540.26,10,85572.47
ITEM0000333,ORD0000167,PROD0072,4,1395.26,10,5022.94
ITEM0000334,ORD0000167,PROD0013,4,40791.56,10,146849.62
ITEM0000335,ORD0000167,PROD0157,2,1549.94,10,2789.89
ITEM0000336,ORD0000167,PROD0042,1,1233.59,10,1110.23
ITEM0000337,ORD0000168,PROD0199,1,1292.33,5,1227.71
ITEM0000338,ORD0000168,PROD0173,3,8594.8,5,24495.18
ITEM0000339,ORD0000169,PROD0025,2,48796.51,25,73194.76
ITEM0000340,ORD0000170,PROD0038,2,15904.21,0,31808.42
ITEM0000341,ORD0000171,PROD0136,4,2648.04,15,9003.34
ITEM0000342,ORD0000172,PROD0130,4,3062.11,0,12248.44
ITEM0000343,ORD0000173,PROD0041,1,3166.8,0,3166.8
ITEM0000344,ORD0000174,PROD0100,3,2072.2,0,6216.6
ITEM0000345,ORD0000175,PROD0160,4,756.75,0,3027
ITEM0000346,ORD0000175,PROD0053,2,5844.47,0,11688.94
ITEM0000347,ORD0000175,PROD0111,1,4186.75,0,4186.75
ITEM0000348,ORD0000176,PROD0058,2,1179.58,0,2359.16
ITEM0000349,ORD0000176,PROD0012,2,33141.38,0,66282.76
ITEM0000350,ORD0000177,PROD0087,3,5742.05,0,17226.15
ITEM0000351,ORD0000177,PROD0168,3,3183.64,0,9550.92
ITEM0000352,ORD0000177,PROD0162,2,1300.66,0,2601.32
ITEM0000353,ORD0000178,PROD0033,1,34304.44,15,29158.77
ITEM0000354,ORD0000179,PROD0200,4,540.59,15,1838.01
ITEM0000355,ORD0000180,PROD0104,3,12889.74,5,36735.76
ITEM0000356,ORD0000181,PROD0123,3,9762.37,15,24894.04
ITEM0000357,ORD0000182,PROD0138,4,1511.7,20,4837.44
ITEM0000358,ORD0000183,PROD0168,4,3183.64,5,12097.83
ITEM0000359,ORD0000184,PROD0161,3,3119.91,5,8891.74
ITEM0000360,ORD0000184,PROD0008,1,57369.56,5,54501.08
ITEM0000361,ORD0000184,PROD0062,1,1138.67,5,1081.74
ITEM0000362,ORD0000185,PROD0007,3,27829.19,0,83487.57
ITEM0000363,ORD0000185,PROD0045,1,3914.99,0,3914.99
ITEM0000364,ORD0000185,PROD0023,1,1503.94,0,1503.94
ITEM0000365,ORD0000186,PROD0073,2,346.89,10,624.4
ITEM0000366,ORD0000186,PROD0063,3,4348.36,10,11740.57
ITEM0000367,ORD0000187,PROD0155,3,3659.76,10,9881.35
ITEM0000368,ORD0000187,PROD0025,4,48796.51,10,175667.44
ITEM0000369,ORD0000187,PROD0052,1,5153.96,10,4638.56
ITEM0000370,ORD0000188,PROD0106,4,478.86,0,1915.44
ITEM0000371,ORD0000189,PROD0184,3,11703.06,10,31598.26
ITEM0000372,ORD0000190,PROD0006,4,69356.89,10,249684.8
ITEM0000373,ORD0000190,PROD0110,3,232.06,10,626.56
ITEM0000374,ORD0000190,PROD0036,2,68871.11,10,123968
ITEM0000375,ORD0000191,PROD0063,3,4348.36,20,10436.06
ITEM0000376,ORD0000191,PROD0183,4,4402.38,20,14087.62
ITEM0000377,ORD0000191,PROD0032,1,38426.75,20,30741.4
ITEM0000378,ORD0000192,PROD0177,3,5985.15,0,17955.45
ITEM0000379,ORD0000193,PROD0082,4,2605.78,0,10423.12
ITEM0000380,ORD0000193,PROD0162,3,1300.66,0,3901.98
ITEM0000381,ORD0000194,PROD0090,1,859.29,5,816.33
ITEM0000382,ORD0000195,PROD0081,1,3032.39,15,2577.53
ITEM0000383,ORD0000196,PROD0056,2,4087.83,15,6949.31
ITEM0000384,ORD0000196,PROD0108,2,8722.77,15,14828.71
ITEM0000385,ORD0000197,PROD0130,2,3062.11,15,5205.59
ITEM0000386,ORD0000198,PROD0048,3,3151.51,10,8509.08
ITEM0000387,ORD0000199,PROD0172,4,1025.46,10,3691.66
ITEM0000388,ORD0000199,PROD0178,1,1834.02,10,1650.62
ITEM0000389,ORD0000200,PROD0183,3,4402.38,10,11886.43
ITEM0000390,ORD0000200,PROD0032,4,38426.75,10,138336.3
ITEM0000391,ORD0000200,PROD0127,1,9556.44,10,8600.8
ITEM0000392,ORD0000201,PROD0129,1,838.52,5,796.59
ITEM0000393,ORD0000201,PROD0184,3,11703.06,5,33353.72
ITEM0000394,ORD0000202,PROD0106,3,478.86,5,1364.75
ITEM0000395,ORD0000203,PROD0075,2,2702.38,5,5134.52
ITEM0000396,ORD0000203,PROD0115,1,11862.11,5,11269
ITEM0000397,ORD0000203,PROD0027,2,27299.16,5,51868.4
ITEM0000398,ORD0000203,PROD0073,1,346.89,5,329.55
ITEM0000399,ORD0000204,PROD0145,1,3126.57,5,2970.24
ITEM0000400,ORD0000205,PROD0022,2,13967,0,27934
ITEM0000401,ORD0000205,PROD0151,2,350.77,0,701.54
